epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.0,,1.7595717906951904,,,,0.010475237853825092,,0.1513557881116867,,1.9214028120040894
0,0,0.0,,1.7595717906951904,,,,0.010475237853825092,,0.1513557881116867,,1.9214028120040894,
1,1,,0.0,,1.8802416324615479,,,,0.010392671450972557,,0.13714100420475006,,2.027775287628174
1,1,0.0,,1.8802416324615479,,,,0.010392671450972557,,0.13714100420475006,,2.027775287628174,
2,2,,0.0,,1.8761934041976929,,,,0.010377765633165836,,0.028373876586556435,,1.9149450063705444
2,2,0.0,,1.8761934041976929,,,,0.010377765633165836,,0.028373876586556435,,1.9149450063705444,
3,3,,0.0,,1.7048946619033813,,,,0.010560112074017525,,0.08272859454154968,,1.7981833219528198
3,3,0.0,,1.7048946619033813,,,,0.010560112074017525,,0.08272859454154968,,1.7981833219528198,
4,4,,0.0,,1.6494935750961304,,,,0.010346588678658009,,0.10755934566259384,,1.767399549484253
4,4,0.0,,1.6494935750961304,,,,0.010346588678658009,,0.10755934566259384,,1.767399549484253,
5,5,,0.0,,0.0,,0.0,,0.010502036660909653,,0.11388610303401947,,0.12438814342021942
5,5,0.0,,0.0,,0.0,,0.010502036660909653,,0.11388610303401947,,0.12438814342021942,
