epoch,step,train/loss_box_reg_epoch,train/loss_box_reg_step,train/loss_classifier_epoch,train/loss_classifier_step,train/loss_mask_epoch,train/loss_mask_step,train/loss_objectness_epoch,train/loss_objectness_step,train/loss_rpn_box_reg_epoch,train/loss_rpn_box_reg_step,train/total_loss_epoch,train/total_loss_step
0,0,,0.0,,0.7174330949783325,,0.0,,0.7272281646728516,,0.0,,1.444661259651184
0,0,0.0,,0.7174330949783325,,0.0,,0.7272281646728516,,0.0,,1.444661259651184,
1,1,,0.0,,0.7173513174057007,,0.0,,0.7176849246025085,,0.0,,1.4350361824035645
1,1,0.0,,0.7173513174057007,,0.0,,0.7176849246025085,,0.0,,1.4350361824035645,
2,2,,0.0,,0.7172013521194458,,0.0,,0.7248525619506836,,0.0,,1.4420539140701294
2,2,0.0,,0.7172013521194458,,0.0,,0.7248525619506836,,0.0,,1.4420539140701294,
3,3,,0.0,,0.7170678973197937,,0.0,,0.7204485535621643,,0.0,,1.437516450881958
3,3,0.0,,0.7170678973197937,,0.0,,0.7204485535621643,,0.0,,1.437516450881958,
4,4,,0.0,,0.716818630695343,,0.0,,0.7266491055488586,,0.0,,1.4434677362442017
4,4,0.0,,0.716818630695343,,0.0,,0.7266491055488586,,0.0,,1.4434677362442017,
5,5,,0.0,,0.7165216207504272,,0.0,,0.7110493183135986,,0.0,,1.4275709390640259
5,5,0.0,,0.7165216207504272,,0.0,,0.7110493183135986,,0.0,,1.4275709390640259,
6,6,,0.0,,0.7161920666694641,,0.0,,0.7263758778572083,,0.0,,1.4425679445266724
6,6,0.0,,0.7161920666694641,,0.0,,0.7263758778572083,,0.0,,1.4425679445266724,
7,7,,0.0,,0.7158018946647644,,0.0,,0.7293894290924072,,0.0,,1.4451913833618164
7,7,0.0,,0.7158018946647644,,0.0,,0.7293894290924072,,0.0,,1.4451913833618164,
8,8,,0.0,,0.7153775691986084,,0.0,,0.7232005596160889,,0.0,,1.4385781288146973
8,8,0.0,,0.7153775691986084,,0.0,,0.7232005596160889,,0.0,,1.4385781288146973,
9,9,,0.0,,0.7153427600860596,,0.0,,0.7303792238235474,,0.0,,1.445721983909607
9,9,0.0,,0.7153427600860596,,0.0,,0.7303792238235474,,0.0,,1.445721983909607,
10,10,,0.0,,0.7153080105781555,,0.0,,0.726233184337616,,0.0,,1.4415411949157715
10,10,0.0,,0.7153080105781555,,0.0,,0.726233184337616,,0.0,,1.4415411949157715,
11,11,,0.0,,0.7152603268623352,,0.0,,0.7211652398109436,,0.0,,1.4364255666732788
11,11,0.0,,0.7152603268623352,,0.0,,0.7211652398109436,,0.0,,1.4364255666732788,
12,12,,0.0,,0.7152300477027893,,0.0,,0.7185770273208618,,0.0,,1.433807134628296
12,12,0.0,,0.7152300477027893,,0.0,,0.7185770273208618,,0.0,,1.433807134628296,
13,13,,0.0,,0.7152037620544434,,0.0,,0.720054030418396,,0.0,,1.4352577924728394
13,13,0.0,,0.7152037620544434,,0.0,,0.720054030418396,,0.0,,1.4352577924728394,
14,14,,0.0,,0.7151316404342651,,0.0,,0.7216062545776367,,0.0,,1.4367378950119019
14,14,0.0,,0.7151316404342651,,0.0,,0.7216062545776367,,0.0,,1.4367378950119019,
15,15,,0.0,,0.7150413990020752,,0.0,,0.7218745946884155,,0.0,,1.4369159936904907
15,15,0.0,,0.7150413990020752,,0.0,,0.7218745946884155,,0.0,,1.4369159936904907,
16,16,,0.0,,0.7149747610092163,,0.0,,0.719575047492981,,0.0,,1.4345498085021973
16,16,0.0,,0.7149747610092163,,0.0,,0.719575047492981,,0.0,,1.4345498085021973,
17,17,,0.0,,0.7149648666381836,,0.0,,0.720408022403717,,0.0,,1.4353728294372559
17,17,0.0,,0.7149648666381836,,0.0,,0.720408022403717,,0.0,,1.4353728294372559,
18,18,,0.0,,0.7150185108184814,,0.0,,0.7142708897590637,,0.0,,1.4292893409729004
18,18,0.0,,0.7150185108184814,,0.0,,0.7142708897590637,,0.0,,1.4292893409729004,
19,19,,0.0,,0.7149679660797119,,0.0,,0.7193895578384399,,0.0,,1.4343575239181519
19,19,0.0,,0.7149679660797119,,0.0,,0.7193895578384399,,0.0,,1.4343575239181519,
